Time	spline
322	8.89123247441228
323	8.7507563460937
324	8.60731967639827
325	8.47250017104971
326	8.35010033840125
327	8.22410109599093
328	8.10368397485117
329	7.98704545908493
330	7.87225622653484
331	7.75680825678428
332	7.64198794644319
333	7.53425929485102
334	7.43674819057088
335	7.33442839120634
336	7.21948940743177
337	7.10347263158769
338	7.00745141953455
339	6.93841823758206
340	6.87417204731643
341	6.77218735168123
342	6.67410225915627
343	6.60021610045084
344	6.51077950027718
345	6.42585149364089
346	6.34893808766312
347	6.28332741313963
348	6.24219522614502
349	6.22336970218672
350	6.22002177460649
351	6.19642152014634
352	6.17577014423765
353	6.13855812066322
354	6.11135641390374
355	6.11528403656421
356	6.10881205115282
357	6.09289992365034
358	6.07627455461655
359	6.05659490714189
360	6.03750370526764
361	6.02180410073834
362	6.01400238607621
363	5.98843013885317
364	5.94505160190631
